Month,Associate ID,Associate Name,Grade Description,OnOff
12/1/2016,139388,IRGINIAChakraborty,Manager,Offshore
12/1/2016,216902,ENDELVazquez Varuzza,Senior Associate,Offshore
12/1/2016,693255,ESLEY  soni,Programmer Analyst,Offshore
12/1/2016,800360,AYNE   Singh,Programmer Analyst,Offshore
12/1/2016,723013,ILMA    HEATHADAMA,Programmer Analyst,Offshore
12/1/2016,616611,IRGIN ASHLEtappeta,Programmer Analyst,Offshore
12/1/2016,644877,ILLIAMkamasani,Programmer Analyst,Offshore
12/1/2016,945933,ENDELLshree,Programmer Analyst,Offshore
12/1/2016,797257,ENDELL Carter,Director,Onsite
12/1/2016,652446,ILLIE Jain,Senior Associate,Offshore
12/1/2016,791310,AYNE     Suvarna,Associate,Offshore
12/1/2016,329607,ILLAKumar Gautam,Programmer Analyst,Offshore
12/1/2016,965925,ILLADE,Programmer Analyst,Offshore
12/1/2016,823926,IRGINIILANGOVAN,Programmer Analyst,Offshore
12/1/2016,500572,IRG JAIME    GENP R,Programmer Analyst,Offshore
12/1/2016,149768,AYNE       SELVAKUMAR,Programmer Analyst,Offshore
12/1/2016,334349,IRGINIA  V S,Programmer Analyst,Offshore
12/1/2016,415303,IRGINIA   Meenakshi Sundaram,Programmer Analyst,Offshore
12/1/2016,659912,IRGINIThamilarasan,Programmer Analyst,Offshore
12/1/2016,592544,IVIAN  H,Programmer Analyst,Offshore
12/1/2016,900147,UN Y W PETER   LANCE    ,Programmer Analyst,Offshore
12/1/2016,185487,IRGINSri,Programmer Analyst,Offshore
12/1/2016,934197,IRGINIA   Duraisamy,Programmer Analyst,Offshore
12/1/2016,981920,IRGINIAThabassum,Programmer Analyst,Offshore
12/1/2016,946934,ENDELMOHANTY,Programmer Analyst,Offshore
12/1/2016,263556,ILMA          BALASUBRAMANIAN,Programmer Analyst,Offshore
12/1/2016,619472,IRGINIVarma Kalidindi,Senior Associate,Offshore
12/1/2016,582066,AYNE    M,Associate,Offshore
12/1/2016,997943,IRGINIAThilakar,Programmer Analyst,Offshore
12/1/2016,235927,IRGIN BRADL ROLANShama Basha,Programmer Analyst,Offshore
12/1/2016,150715,IRGINIA    DODDI CHENGALVARAYAN,Programmer Analyst,Offshore
12/1/2016,701860,IRGINIA  TONI JUTUR CHINNA,Programmer Analyst,Offshore
12/1/2016,542422,AYNE   WSurya,Programmer Analyst,Offshore
12/1/2016,597255,VONN ROBERTMADHA,Programmer Analyst,Offshore
12/1/2016,456264,IRGINIA S,Programmer Analyst,Offshore
12/1/2016,446081,ENDELLJAGADISH REDDY,Programmer Analyst,Offshore
12/1/2016,537909,IVIAN  RAVI,Programmer Analyst,Offshore
12/1/2016,187284,ALTER   NAG,Programmer Analyst,Offshore
12/1/2016,607665,ILLIE Sundaresan,Programmer Analyst,Offshore
12/1/2016,884509,ILMA     Nagarajan,Programmer Analyst,Offshore
12/1/2016,750576,VONNE       Priyanka,Programmer Analyst,Offshore
12/1/2016,105137,IRGIN ASHLEVEMULA,Programmer Analyst,Offshore
12/1/2016,409911,ILMA   ROY CHOWDHURY,Programmer Analyst,Offshore
12/1/2016,116674,VONNE   DEY,Programmer Analyst,Offshore
12/1/2016,215492,ALTERPRATAP,Programmer Analyst,Offshore
12/1/2016,834594,IVIAN  Devadass,Programmer Analyst,Offshore
12/1/2016,544629,ILLIAMHaldkar,Programmer Analyst,Offshore
12/1/2016,940814,IRGINIMarkasagayam,Programmer Analyst,Offshore
12/1/2016,305654,IRGINIA  R,Programmer Analyst,Offshore
12/1/2016,535026,IRGINIA   Ilangovan,Programmer Analyst,Offshore
12/1/2016,322504,ALLACEBukowski,Associate,Onsite
12/1/2016,138960,ALTER   SIDNEY    ROBEKonduru,Associate,Offshore
12/1/2016,555500,VONNE Verma,Associate,Offshore
12/1/2016,771009,IRGINSharma,Manager,Offshore
12/1/2016,511207,ILLIE        Sourirajalu,Senior Associate,Offshore
12/1/2016,298638,IRGINIDhar,Senior Associate,Offshore
12/1/2016,351687,IRGINIA  Dubey,Associate,Offshore
12/1/2016,406480,AYNE Asha,Programmer Analyst,Offshore
12/1/2016,103286,ENDEL HEATHKinger,Senior Associate,Onsite
12/1/2016,644554,AYNE  MAJI,Senior Associate,Offshore
12/1/2016,447874,AYNE   Ghosh,Senior Associate,Offshore
12/1/2016,886280,ILLIE  Chatterjee,Associate,Offshore
12/1/2016,818093,IRGINIA HEATHAkula,Manager,Offshore
12/1/2016,594979,IRGINIPerumal Samy,Programmer Analyst,Offshore
12/1/2016,453574,AYNE      S,Programmer Analyst,Offshore
12/1/2016,611963,IRGINIA    C,Programmer Analyst,Offshore
12/1/2016,616524,AYNE     THANGAVEL,Programmer Analyst,Offshore
12/1/2016,659731,ALTER    D,Programmer Analyst,Offshore
12/1/2016,950839,ENDELLBaby,Programmer Analyst,Offshore
12/1/2016,191849,ILLIARAJ,Programmer Analyst,Offshore
12/1/2016,628596,AYNE     DEWANGAN,Programmer Analyst,Offshore
12/1/2016,396500,ALTEJOSEPH,Programmer Analyst,Offshore
12/1/2016,902027,ESLEY   GENPotlacheruvu,Programmer Analyst,Offshore
12/1/2016,216686,IRGINKonda,Programmer Analyst,Offshore
12/1/2016,522401,OLANDA M,Programmer Analyst,Offshore
12/1/2016,688896,IRGINIKishore,Programmer Analyst,Offshore
12/1/2016,576175,ILLISAJAN,Programmer Analyst,Offshore
12/1/2016,101306,OLANDASuryawanshi,Programmer Analyst,Offshore
12/1/2016,623264,IVIAN  Chakraborty,Associate,Offshore
12/1/2016,507553,ENDY   Sapkal,Programmer Analyst,Offshore
12/1/2016,489245,ILMA    HEATHSundar,Associate,Offshore
12/1/2016,922098,ALTER  Kumar,Associate,Offshore
12/1/2016,327628,IRGINIA Thummepally,Associate,Offshore
12/1/2016,448114,ERALDOM R,Programmer Analyst,Offshore
12/1/2016,709845,ILMA    Sivakumar,Programmer Analyst,Offshore
12/1/2016,414163,IRGINIAKulkarni,Programmer Analyst,Offshore
12/1/2016,794410,IRGINJHA,Programmer Analyst,Offshore
12/1/2016,233610,IVIAN  D,Programmer Analyst,Offshore
12/1/2016,116300,ENDELL   G,Programmer Analyst,Offshore
12/1/2016,631936,UN,Programmer Analyst,Offshore
12/1/2016,547817,IVIAN   R HEBBAR,Programmer Analyst,Offshore
12/1/2016,507461,IRGINIA  HEATHS,Associate,Offshore
12/1/2016,381329,ILLIE WMANJUNATH,Programmer Analyst,Offshore
12/1/2016,382457,IRGINIA  M SOBARAD,Programmer Analyst,Offshore
12/1/2016,595098,AYNE      R,Programmer Analyst,Offshore
12/1/2016,240920,VONNE     Dharmar,Associate,Offshore
12/1/2016,886854,ILMA   Kumar,Associate,Offshore
12/1/2016,248459,IRGINIKumar,Associate,Offshore
12/1/2016,402179,AYNE         Patel,Senior Manager,Onsite
12/1/2016,272422,ILMA   S,Programmer Analyst,Offshore
12/1/2016,426853,ENDELL HEATHMISHRA,Programmer Analyst,Offshore
12/1/2016,564871,IRGINIA  S,Programmer Analyst,Offshore
12/1/2016,830022,ILLIE   Aranganathan,Programmer Analyst,Offshore
12/1/2016,895095,ILLIE R,Programmer Analyst,Offshore
12/1/2016,763961,ILLIE Reeger,Senior Manager,Onsite
12/1/2016,276278,IRGINISingla,Manager,Offshore
12/1/2016,644249,ILMA      L,Senior Associate,Offshore
12/1/2016,680850,AYNE  Moide Sakalle,Associate,Offshore
12/1/2016,280378,VONNE  RAMON  Thota,Associate,Offshore
12/1/2016,628583,ILLIE Mustafa,Manager,Onsite
12/1/2016,630836,VONNEAnurag,Associate,Offshore
12/1/2016,892790,ILLAKumar,Associate,Offshore
12/1/2016,841047,IRGINI HEATHPoddar,Associate,Offshore
12/1/2016,956171,IRGINIA Madupu,Associate,Offshore
12/1/2016,129487,VONNE        Nagappan,Manager,Offshore
12/1/2016,176389,UN,Associate,Offshore
12/1/2016,470385,IRGINIGore,Senior Associate,Offshore
12/1/2016,265641,OLUMJavid,Associate,Offshore
12/1/2016,684866,ILLIE       B,Associate,Offshore
12/1/2016,267149,ILLIE  RAFI,Manager,Offshore
12/1/2016,364011,ILMA  Das,Associate,Offshore
12/1/2016,750089,ALTER     S,Associate,Offshore
12/1/2016,711334,VONNE  CAMEKota,Associate,Offshore
12/1/2016,175048,VONNEGhosh,Associate,Offshore
12/1/2016,777658,IRGINIA  Jaganathan,Associate,Offshore
12/1/2016,184599,IRGINIAGandla,Senior Associate,Offshore
12/1/2016,232274,ENDELThanuKrishnan,Programmer Analyst,Offshore
12/1/2016,361845,ILLIE Radhakrishnan,Associate,Offshore
12/1/2016,618294,ENDELL HEATHAvula Jayaram,Senior Associate,Onsite
12/1/2016,409957,IRGINIRai,Manager,Onsite
12/1/2016,426051,ILMA   Raja R,Senior Associate,Offshore
12/1/2016,258113,IRGINIA      Varatharaj,Associate,Offshore
12/1/2016,983123,ENDELL  HEATHSahoo,Senior Associate,Onsite
12/1/2016,998239,ILMA   KSM,Senior Associate,Offshore
12/1/2016,247266,IRGISUDHAGAR,Senior Associate,Offshore
12/1/2016,765642,ILLIE BRUCE Kotla,Associate,Offshore
12/1/2016,882052,ILBUR     GHOSH,Programmer Analyst,Offshore
12/1/2016,960036,IRGINSahu,Programmer Analyst Trainee,Offshore
12/1/2016,522226,VONNE PRIYANKA,Programmer Analyst,Offshore
12/1/2016,340858,ESLEY Bajpai,Programmer Analyst,Offshore
12/1/2016,903240,IRGINIA  ABHISHEK,Programmer Analyst,Offshore
12/1/2016,426367,ENDELPARVEEN,Programmer Analyst Trainee,Offshore
12/1/2016,464502,IVIAN   KUMAR,Programmer Analyst,Offshore
12/1/2016,691051,ESLEY  SHIPRA,Programmer Analyst,Offshore
12/1/2016,640013,ILMA   Gargava,Programmer Analyst,Offshore
12/1/2016,962873,IVIAN  SHARMA,Programmer Analyst,Offshore
12/1/2016,441826,ERALDO JADHAV,Programmer Analyst,Offshore
12/1/2016,128856,IRGIJAIN,Programmer Analyst,Offshore
12/1/2016,373779,IRGINIChopra,Programmer Analyst,Offshore
12/1/2016,363997,ILMA  Roy,Programmer Analyst,Offshore
12/1/2016,195356,ILLARBhambri,Programmer Analyst,Offshore
12/1/2016,986153,IRGINIA Bhamrah,Programmer Analyst,Offshore
12/1/2016,933831,IRGINGarg,Programmer Analyst,Offshore
12/1/2016,498150,VONNE Baid,Programmer Analyst,Offshore
12/1/2016,849884,VONNE Ludhani,Programmer Analyst,Offshore
12/1/2016,647353,IVIASharma,Programmer Analyst,Offshore
12/1/2016,119573,ILLASRIVASTAVA,Programmer Analyst Trainee,Offshore
12/1/2016,904180,IVIAN  Varshney,Programmer Analyst,Offshore
12/1/2016,419870,OLANDA  Shukla,Programmer Analyst,Offshore
12/1/2016,110179,ALTER Sharma,Programmer Analyst,Offshore
12/1/2016,918443,ESLEGupta,Programmer Analyst,Offshore
12/1/2016,836749,VONNE  Mukadam,Programmer Analyst,Offshore
12/1/2016,117277,OLANDAKHAN,Programmer Analyst,Offshore
12/1/2016,601727,AYNE  CHOUREY,Programmer Analyst,Offshore
12/1/2016,565448,AYNE   BADERIA,Programmer Analyst,Offshore
12/1/2016,695834,IRGINISHUKLA,Programmer Analyst,Offshore
12/1/2016,869990,IRGINIA  Singh,Programmer Analyst,Offshore
12/1/2016,508938,ENDELLMahajan,Programmer Analyst,Offshore
12/1/2016,336556,IVIAN   Singh,Programmer Analyst,Offshore
12/1/2016,364763,IVIAN   Kushwaha,Programmer Analyst,Offshore
12/1/2016,755877,ALLACMaheshwari,Programmer Analyst,Offshore
12/1/2016,221484,IVIAN   Patil,Programmer Analyst,Offshore
12/1/2016,971415,IVIAN    Verma,Programmer Analyst,Offshore
12/1/2016,695466,AYNE    S,Associate,Offshore
12/1/2016,246248,IRGINIA Reddy Nandarapu,Senior Associate,Offshore
12/1/2016,173323,IRGINIAMANDAL,Programmer Analyst,Offshore
12/1/2016,619732,IRGINIA PAL,Programmer Analyst,Offshore
12/1/2016,791550,ENDELLSINGH,Programmer Analyst,Offshore
12/1/2016,757067,VONNE KUMAR,Programmer Analyst,Offshore
12/1/2016,477266,ALTER    Das,Programmer Analyst Trainee,Offshore
12/1/2016,424655,IRGINRATHORE,Programmer Analyst,Offshore
12/1/2016,375089,IRGINIARATHOUR,Programmer Analyst,Offshore
12/1/2016,409735,IRGINIBARANWAL,Programmer Analyst,Offshore
12/1/2016,538182,IRGKumar,Programmer Analyst,Offshore
12/1/2016,604489,IRGINIPal,Programmer Analyst,Offshore
12/1/2016,306844,IRGINBhardwaj,Programmer Analyst,Offshore
12/1/2016,277248,ILMA  Parashar,Programmer Analyst,Offshore
12/1/2016,340083,ENDELJain,Programmer Analyst,Offshore
12/1/2016,454190,IRGINIAChandra,Programmer Analyst,Offshore
12/1/2016,106162,OLUMBUS Kella,Programmer Analyst,Offshore
12/1/2016,457866,IRGINIA Anand,Associate,Offshore
12/1/2016,913194,IRGINIA           Chockalingam,Manager,Onsite
12/1/2016,582078,IRGINIASharma,Senior Associate,Onsite
12/1/2016,577653,ENDELL Price,Senior Manager,Onsite
12/1/2016,742503,OLANRay,Senior Associate,Offshore
12/1/2016,372197,IRGINIA HOWARSankar,Associate,Offshore
12/1/2016,620542,VONNESaurabh,Associate,Offshore
12/1/2016,671679,IRGINIThomas,Manager,Offshore
12/1/2016,583940,IRGIMaraka,Associate,Offshore
12/1/2016,313664,VONNE Sharieff,Associate,Offshore
12/1/2016,531091,VONNE Shah,Associate,Offshore
12/1/2016,813893,IRGINISannyasi,Senior Manager,Offshore
12/1/2016,644062,ENDELSingh,Senior Manager,Onsite
12/1/2016,654931,ILLIE Hazra,Manager,Offshore
12/1/2016,154772,IRGINIA   A,Associate,Offshore
12/1/2016,699169,ENDELL Estis,Senior Manager,Onsite
12/1/2016,554095,ILMA DON   REDDY,Senior Associate,Offshore
12/1/2016,450062,IRGINISukumaran,Associate,Offshore
12/1/2016,812710,ILLADEY,Programmer Analyst Trainee,Offshore
12/1/2016,554067,ENDELLJAIN,Programmer Analyst Trainee,Offshore
12/1/2016,218431,ILMA   KUMARI,Programmer Analyst Trainee,Offshore
12/1/2016,932388,VONNHALWASIA,Programmer Analyst Trainee,Offshore
12/1/2016,230148,IRGINIA    Raman,Senior Associate,Offshore
12/1/2016,459710,ENDELL HEATHK,Senior Associate,Offshore
12/1/2016,297047,AYNE    HEATHReddy S,Associate,Offshore
12/1/2016,298972,OLLakshminarayanan,Director,Offshore
12/1/2016,720312,ALTER  Singh,Senior Associate,Offshore
12/1/2016,895062,IRGINKhushalani,Manager,Onsite
12/1/2016,425115,ILLIASinha,Senior Associate,Offshore
12/1/2016,127793,ENDELLModak,Senior Associate,Offshore
12/1/2016,499483,IRGINIA  Kandula,Associate,Offshore
12/1/2016,457941,IRGINIAJinaselvam,Senior Associate,Offshore
12/1/2016,420186,IRGINIADesigan,Programmer Analyst Trainee,Offshore
12/1/2016,134783,IRGINIA    AZHAGUMURUGAN,Programmer Analyst Trainee,Offshore
12/1/2016,154319,AYNE  COURTSAILAPPAY TIPPUSA,Programmer Analyst Trainee,Offshore
12/1/2016,165235,ILMAPrasad R,Programmer Analyst Trainee,Offshore
12/1/2016,924320,ILLASharma,Associate,Offshore
12/1/2016,363019,IVIAN   Lokhande,Senior Associate,Onsite
12/1/2016,116331,VONNEHalder,Senior Associate,Onsite
12/1/2016,348678,IRGINIPoojary,Senior Manager,Offshore
12/1/2016,903546,UN EVELYN     GEN,Associate,Offshore
12/1/2016,857294,IRGINIAKX,Associate,Offshore
12/1/2016,129307,ALTERDsouza,Senior Associate,Offshore
12/1/2016,504160,ILBUPATHAK,Senior Associate,Offshore
12/1/2016,726639,ILLIE  R,Programmer Analyst Trainee,Offshore
12/1/2016,101778,IRGINIA  MOHAN,Programmer Analyst Trainee,Offshore
12/1/2016,150840,IRG JIM   BALAJI,Programmer Analyst Trainee,Offshore
12/1/2016,213798,ILLARD  J,Programmer Analyst Trainee,Offshore
12/1/2016,373072,ILLIE ROBK,Programmer Analyst Trainee,Offshore
12/1/2016,330011,ALTER    Giri,Associate,Onsite
12/1/2016,414192,IRGINIMadalakrishnamoorthy,Associate,Offshore
12/1/2016,528708,IRGINIP R,Associate,Offshore
12/1/2016,370322,IRGINIAS,Associate,Offshore
12/1/2016,897132,ENDELL Gaurav,Associate,Offshore
12/1/2016,904579,IRGINIAR,Senior Associate,Offshore
12/1/2016,223311,ALLACE    OLLEPU,Associate,Offshore
12/1/2016,277442,VONNE     Rao,Associate,Offshore
12/1/2016,603477,ENDELLJyothi,Associate,Offshore
12/1/2016,686430,ALTER      Durairaj,Manager,Onsite
12/1/2016,289861,IRGINIA KIM     Sangapillai,Associate,Offshore
12/1/2016,344472,AYNE   M,Associate,Offshore
12/1/2016,781112,ILLIEPandey,Manager,Offshore
12/1/2016,307846,ILMA      Sellamuthu,Programmer Analyst,Offshore
12/1/2016,601827,IRGINIASingaravelan,Associate,Offshore
12/1/2016,619260,AYNE       Selvaraj,Associate,Offshore
12/1/2016,173658,ILMA   BRUCE S,Senior Manager,Offshore
12/1/2016,218899,ALTER BETTY  M,Programmer Analyst,Offshore
12/1/2016,969692,IRGINSampath,Associate,Offshore
12/1/2016,268096,ILLIE   OPAL  James,Senior Associate,Offshore
12/1/2016,287744,IRGINIGovindasamy,Associate,Offshore
12/1/2016,637840,ALTER YCHANDRAN,Programmer Analyst Trainee,Offshore
12/1/2016,170331,ALTER Selvaraj,Programmer Analyst Trainee,Offshore
12/1/2016,260851,ILLI MICHE JOSM,Programmer Analyst Trainee,Offshore
12/1/2016,235931,IRGINIA ROBN,Programmer Analyst Trainee,Offshore
12/1/2016,107529,ILLIE Malika,Programmer Analyst Trainee,Offshore
12/1/2016,192053,IRGINIA        S N,Programmer Analyst Trainee,Offshore
12/1/2016,473795,IRGINIA Selvam,Programmer Analyst Trainee,Offshore
12/1/2016,263964,ENDELManoharan,Programmer Analyst Trainee,Offshore
12/1/2016,775020,IRGINIA Kabilan,Programmer Analyst Trainee,Offshore
12/1/2016,765079,IRGINIA   S,Programmer Analyst Trainee,Offshore
12/1/2016,174551,IRGINManoharan,Programmer Analyst Trainee,Offshore
12/1/2016,231735,IRGINIAKanagaraj,Programmer Analyst Trainee,Offshore
12/1/2016,331173,ILLIE     S,Programmer Analyst Trainee,Offshore
12/1/2016,990332,IRGINIA    S,Programmer Analyst Trainee,Offshore
12/1/2016,361228,ILLIE  Baskaran,Programmer Analyst Trainee,Offshore
12/1/2016,576978,UNK V LILLIE   ,Associate,Offshore
12/1/2016,139473,IRGINIASelvam,Associate,Offshore
12/1/2016,104970,IRGINIAGanesan,Associate,Offshore
12/1/2016,488282,ILLIA HEATHBhupathi,Associate,Offshore
12/1/2016,736064,ILLIE  D,Programmer Analyst Trainee,Offshore
12/1/2016,793097,HET        R,Senior Associate,Offshore
12/1/2016,570795,ILLIAM Maiti,Manager,Offshore
12/1/2016,976143,IRGINIAToomu,Senior Manager,Onsite
12/1/2016,226188,IRGINIA     SUZANNES,Senior Associate,Offshore
12/1/2016,829728,ILLIE     HJ,Programmer Analyst,Offshore
12/1/2016,777965,IRGINIA Kirupakaran,Senior Associate,Offshore
12/1/2016,771737,IVIAN   MALI,Senior Associate,Offshore
12/1/2016,762137,OLUMKamarajugadda,Senior Associate,Offshore
12/1/2016,796890,ENDELLBEHERA,Programmer Analyst,Offshore
12/1/2016,478406,IRGINI RAMON  H,Associate,Offshore
12/1/2016,177726,IRGINIA HEATHSubramaniam,Associate,Offshore
12/1/2016,352322,VONNE Malik,Manager,Onsite
12/1/2016,807699,IRGINILakka,Associate,Offshore
12/1/2016,440875,ILLIE   Manam,Programmer Analyst,Offshore
12/1/2016,746363,IRGINIA mangane,Associate,Offshore
12/1/2016,864004,ENDELL    KUMAR,Senior Associate,Offshore
12/1/2016,737974,ENDELLSrivastava,Associate,Offshore
12/1/2016,337811,AYNE         G,Senior Associate,Offshore
12/1/2016,606039,IRGINAgrawal,Associate,Offshore
12/1/2016,232174,ENDEDas,Senior Associate,Offshore
12/1/2016,296050,AYNE   Patil,Associate,Offshore
12/1/2016,136430,ALTER  Kumar,Programmer Analyst,Offshore
12/1/2016,821625,ILLIAMMukherjee,Associate,Offshore
12/1/2016,867241,IRGINPatel,Associate,Offshore
12/1/2016,835022,ENDELL  Ballabh,Senior Associate,Offshore
12/1/2016,980570,ALTER Joseph,Associate,Offshore
12/1/2016,277609,VONNE   Dey,Senior Associate,Offshore
12/1/2016,339642,VONNE Pasupuleti,Senior Manager,Onsite
12/1/2016,484910,ILMA    T,Associate,Offshore
12/1/2016,314647,ENDELL    Rout,Associate,Offshore
12/1/2016,131767,IRGINIA  Krishnamurthy,Manager,Offshore
12/1/2016,650037,ILMA     TONI S,Associate,Offshore
12/1/2016,679465,ILMA    Varade,Associate,Offshore
12/1/2016,807019,VONNEChirravuri,Senior Manager,Offshore
12/1/2016,160983,ILMA  Mahapatro,Associate,Offshore
12/1/2016,865870,ILMA    Mukherjee,Senior Manager,Offshore
12/1/2016,786506,ACHARYSHIRALE,Manager,Offshore
12/1/2016,359053,IRGINIA KICHENAMOURTY,Senior Manager,Offshore
12/1/2016,772201,ILMA     R,Senior Associate,Offshore
12/1/2016,590822,IRGINIA Venkatachari,Manager,Onsite
12/1/2016,183046,IRGINISingh,Senior Associate,Offshore
12/1/2016,505952,ILLIE    Parua,Associate,Offshore
12/1/2016,742820,ENDELDivakaran,Associate,Offshore
12/1/2016,670371,IRGINIA    Badiger,Associate,Offshore
12/1/2016,294462,IRGINIAP,Senior Associate,Offshore
12/1/2016,253749,AYNE      K K S,Manager,Offshore
12/1/2016,451541,ILLRishi Kumar,Senior Associate,Onsite
12/1/2016,962229,IRGINIA  V,Associate,Offshore
12/1/2016,639707,ALTER   Mukherjee,Programmer Analyst,Offshore
12/1/2016,116922,ILMA      Azhagar,Associate,Offshore
12/1/2016,391292,ILLIAMPanda,Senior Associate,Offshore
12/1/2016,838125,ALTER   BRUCE samudrala,Senior Associate,Offshore
12/1/2016,993583,IRGI JAYMahesh Sha,Associate,Offshore
12/1/2016,618618,IRGINIA SIDNEY      MURTHY,Senior Associate,Offshore
12/1/2016,216932,ILMA     Veluru,Senior Manager,Offshore
12/1/2016,907987,IRGINPaul,Senior Manager,Offshore
12/1/2016,457019,IRGINIA Solanke,Programmer Analyst,Offshore
12/1/2016,639716,IRGINPaul,Associate,Offshore
12/1/2016,513914,IVIAN   Marecharla,Associate,Offshore
12/1/2016,127026,AYNE  Udani,Senior Associate,Offshore
12/1/2016,969646,IRGINIChera,Senior Associate,Offshore
12/1/2016,189223,ILMA   Alyashuv,Programmer Analyst Trainee,Onsite
12/1/2016,590436,ALTERDuveillaume,Programmer,Onsite
12/1/2016,761611,ILLIAMPitchika,Senior Associate,Onsite
12/1/2016,155907,ILLIE     Mahendran,Associate,Offshore
12/1/2016,956014,IRGINIA     Venkatraman,Associate Director,Offshore
12/1/2016,393856,ILMA     Paul,Programmer Analyst,Offshore
12/1/2016,976937,IRGININahak,Associate,Offshore
12/1/2016,497338,UN JIM     ,Associate,Offshore
12/1/2016,119807,IRG JIM     Katragadda,Programmer Analyst Trainee,Offshore
12/1/2016,459512,ENDELL  TONI Mule,Programmer Analyst Trainee,Offshore
12/1/2016,406049,ILMA      Arrabothu,Programmer Analyst Trainee,Offshore
12/1/2016,175366,VONNE  Naik,Programmer Analyst Trainee,Offshore
12/1/2016,647601,ILMA   PG,Senior Associate,Offshore
12/1/2016,377192,IRGINIA G,Senior Associate,Offshore
12/1/2016,730596,ENDELBajaj,Manager,Offshore
12/1/2016,709106,ALLACDogra,Senior Associate,Offshore
12/1/2016,222760,IRGININarayanan,Senior Manager,Offshore
12/1/2016,560058,ILMA BRUCE   Manoj,Senior Associate,Offshore
12/1/2016,320996,IRGINIA  Sarkar,Senior Manager,Onsite
12/1/2016,889105,IRGIN HEATHAlladi Ram,Manager,Onsite
12/1/2016,153663,ENDELL    Roy,Associate,Offshore
12/1/2016,206873,IRGINIAM,Senior Associate,Offshore
12/1/2016,876376,ILLIE       Sahoo,Senior Associate,Onsite
12/1/2016,985444,AYNE      Sahoo,Senior Manager,Onsite
12/1/2016,523568,AYNE   Jha,Associate,Offshore
12/1/2016,547089,IRGINIA Kannan,Senior Associate,Offshore
12/1/2016,457104,ESLEPahalajani,Associate,Offshore
12/1/2016,501329,ENDELL STEPHEN    Udupi,Senior Associate,Offshore
12/1/2016,204743,ILMA   Singh,Associate,Offshore
12/1/2016,589033,AYNE  kumar,Associate,Offshore
12/1/2016,997611,ILMA   Manoharan,Associate,Offshore
12/1/2016,434155,AYNE        Subramanian,Associate,Offshore
12/1/2016,310717,ILMA  Kant,Senior Manager,Offshore
12/1/2016,747865,ALTER    Sarkar,Senior Associate,Offshore
12/1/2016,674510,ENDELL  Bora,Programmer Analyst,Offshore
12/1/2016,327504,IRGINSharma,Senior Associate,Offshore
12/1/2016,819841,ILMA        Nayak,Associate,Offshore
12/1/2016,322440,IRGINIKumar,Associate,Offshore
12/1/2016,949425,ILLIGrissom,Manager,Onsite
12/1/2016,983281,IRG LILLIEYadav,Associate,Offshore
12/1/2016,966309,VONNE  Channaveeraiah,Associate,Onsite
12/1/2016,621965,IRGINIA Vishwakarma,Senior Associate,Offshore
12/1/2016,641409,ILLARD  Raja Singh,Manager,Offshore
12/1/2016,587112,IRGINIC,Associate,Offshore
12/1/2016,531428,ILBU BRUCE  Kumar Reddy,Programmer Analyst,Offshore
12/1/2016,134963,ILMA HEATHAzhahappan,Programmer Analyst Trainee,Offshore
12/1/2016,111247,AYNE Shrey,Associate,Offshore
12/1/2016,679056,ILLIEPaul,Senior Associate,Onsite
12/1/2016,320028,VONNE Francis,Senior Associate,Offshore
12/1/2016,842507,ENDELLSahoo,Associate,Offshore
12/1/2016,276354,AYNE      .,Associate,Offshore
12/1/2016,568019,IRGINISingh,Senior Associate,Offshore
12/1/2016,334669,ENDELL HEATHJagadabi,Programmer Analyst Trainee,Offshore
12/1/2016,243992,ALTER      Jayakumar,Programmer Analyst Trainee,Offshore
12/1/2016,730295,IRGINIAP,Programmer Analyst Trainee,Offshore
12/1/2016,624022,ENDY MR,Programmer Analyst Trainee,Offshore
12/1/2016,916397,AYNE     puttamaraju,Programmer Analyst Trainee,Offshore
12/1/2016,331336,ALTER  Sharma,Programmer Analyst Trainee,Offshore
12/1/2016,377031,IRGINIBochare,Programmer Analyst Trainee,Offshore
12/1/2016,202700,ENDELGogia,Programmer Analyst Trainee,Offshore
12/1/2016,861029,IRG SUZANBattaluri,Programmer Analyst Trainee,Offshore
12/1/2016,264244,ILMA  Roy,Programmer Analyst Trainee,Offshore
12/1/2016,162962,ENDELL Deka,Programmer Analyst Trainee,Offshore
12/1/2016,281545,AYNE  Singh,Programmer Analyst Trainee,Offshore
12/1/2016,160017,AYNE   Kumar Pandey,Programmer Analyst Trainee,Offshore
12/1/2016,298411,ILLIE  Lohar,Programmer Analyst Trainee,Offshore
12/1/2016,240576,ILMA   Kohli,Programmer Analyst Trainee,Offshore
12/1/2016,408692,ENDELL Gupta,Programmer Analyst Trainee,Offshore
12/1/2016,604314,IRGINNijhawan,Programmer Analyst Trainee,Offshore
12/1/2016,662691,VONNE    Singh,Programmer Analyst Trainee,Offshore
12/1/2016,683089,AYNE        Sankarapandian,Programmer Analyst Trainee,Offshore
12/1/2016,280498,ILMA  Mutnuru,Programmer Analyst Trainee,Offshore
12/1/2016,909566,IRGINKumar,Programmer Analyst Trainee,Offshore
12/1/2016,206431,IRGINTangri,Programmer Analyst Trainee,Offshore
12/1/2016,590148,ALTER    Paul,Programmer Analyst Trainee,Offshore
12/1/2016,775078,OLANDARanjan,Programmer Analyst Trainee,Offshore
12/1/2016,277610,IVIAN   Das,Programmer Analyst Trainee,Offshore
